Quote,Author,Tag
"“I was never really certain why he scared the bejesus out of me. Nothing scared me growing up. I’ve been playing with dead people since the day I was born, so it’s good thing, yet the Big Bad scared me. Which brings me to the reason I called.” “Which was to give me nightmares for the rest of my life?” “Oh, no, that’s just a plus. Why was I so scared of him?” “Hon, for one thing he was this powerful, massive, black smokelike being.”“So, you’re saying I’m a racist?”","Darynda Jones,",quotes
“Words can be like X-rays if you use them properly -- they’ll go through anything. You read and you’re pierced.”,"Aldous Huxley,",writing
"“It is good to love many things, for therein lies the true strength, and whosoever loves much performs much, and can accomplish much, and what is done in love is well done.”",Vincent Van Gogh,inspiration
“You are not rich until you have a rich heart.”,"Roy T. Bennett,",inspiration
"“Read, read, read. Read everything -- trash, classics, good and bad, and see how they do it. Just like a carpenter who works as an apprentice and studies the master. Read! You'll absorb it.Then write. If it's good, you'll find out. If it's not, throw it out of the window.”",William Faulkner,writing
"“All I'd ever wanted was to forget. but even when I thought I had, pieces had kept emerging, like bits of wood floating up to the surface that only hint at the shipwreck below.”","Sarah Dessen,",quotes
"“Imagination is like a muscle. I found out that the more I wrote, the bigger it got.”",Philip José Farmer,writing
"“I am the shore and the ocean, awaiting myself on both sides.”","Dejan Stojanovic,",quotes
"“Don't bend; don't water it down; don't try to make it logical; don't edit your own soul according to the fashion. Rather, follow your most intense obsessions mercilessly.”",Franz Kafka,writing
“There are years that ask questions and years that answer.”,"Zora Neale Hurston,",inspiration
"“You should write because you love the shape of stories and sentences and the creation of different words on a page. Writing comes from reading, and reading is the finest teacher of how to write.”",Annie Proulx,writing
“Everywhere I go I'm asked if I think the university stifles writers. My opinion is that they don't stifle enough of them. There's many a best-seller that could have been prevented by a good teacher.”,Flannery O'Connor,writing
“...we're dealing with two devils who both want to rule hell.”,"Ruta Sepetys,",quotes
“To hide feelings when you are near crying is the secret of dignity.”,Dejan Stojanovic,quotes
"“Writing is like sex. First you do it for love, then you do it for your friends, and then you do it for money.”",Virginia Woolf,writing
“Create your own style… let it be unique for yourself and yet identifiable for others.”,Anna Wintour,quotes
“Ordinary life is pretty complex stuff.”,Harvey Pekar,writing
"“I read once that the ancient Egyptians had fifty words for sand & the Eskimos had a hundred words for snow. I wish I had a thousand words for love, but all that comes to mind is the way you move against me while you sleep & there are no words for that.”","Brian Andreas,",inspiration
